Date,Date,Headline
2017-02-17,2017-02-17,"Forex - Dollar edges higher, pulls away from 1-week trough"
2017-02-17,2017-02-17,"Forex - Dollar down in Asia in thin trade, Greece review eyed"
2017-02-16,2017-02-16,Dollar off session lows: seeks to avoid second day of losses 
2017-02-16,2017-02-16,"Forex - Dollar index still under pressure, hits 1-week lows"
2017-02-16,2017-02-16,Forex - USD/CAD trims losses after U.S. data
2017-02-16,2017-02-16,Forex - Dollar remains lower despite mostly positive U.S. data
2017-02-16,2017-02-16,Dollar rally fades after 11 days of gains
2017-02-16,2017-02-16,"Forex - Dollar index moves lower, U.S. data on tap"
2017-02-16,2017-02-16,Dollar knocked back after 11 days of gains
2017-02-16,2017-02-16,"Forex - Dollar lower despite upbeat US data, brighter rate outlook"
2017-02-16,2017-02-16,"Forex - Aussie, kiwi edge lower vs. stronger greenback"
2017-02-15,2017-02-15,"Forex - Aussie ticks higher on jobs figures, Dudley views noted"
2017-02-15,2017-02-15,Dollar retreats after hitting session highs 
2017-02-15,2017-02-15,Forex - Dollar index pares gains but remains supported
2017-02-15,2017-02-15,"Forex - USD/CAD rises on U.S. optimism, rate hike hopes"
2017-02-15,2017-02-15,Forex - Dollar index extends gains on upbeat U.S. data
2017-02-15,2017-02-15,Forex - Dollar higher vs. rivals on U.S. rate hike talk
2017-02-15,2017-02-15,Forex - Sterling hits day’s lows as UK wage growth slows
2017-02-15,2017-02-15,Forex - Dollar index at 3-1/2 week highs after Yellen comments
2017-02-15,2017-02-15,Dollar holds onto gains after Yellen testimony
2017-02-15,2017-02-15,"Forex - Aussie, kiwi little changed after Yellen remarks"
2017-02-14,2017-02-14,Forex - Dollar mostly steady in Asia with Yellen remarks eyed
2017-02-14,2017-02-14,Dollar hovers near 3-1/2-week high after Yellen testimony
2017-02-14,2017-02-14,Dollar index rises as Yellen sees another rate increase
2017-02-14,2017-02-14,Forex - Dollar rises as Yellen keeps prospect of March rate hike alive 
2017-02-14,2017-02-14,The Russian ruble is climbing along with oil
2017-02-14,2017-02-14,Forex - Canadian dollar at 1-week highs before Yellen testimony
2017-02-14,2017-02-14,Pound falls as CPI lower than forecast
2017-02-14,2017-02-14,Forex - Dollar slips as investors await cues from Yellen
2017-02-14,2017-02-14,Forex - Sterling hits day’s lows after UK inflation data  
2017-02-14,2017-02-14,"Dollar off as U.S. security official resigns, Yellen ahead"
2017-02-14,2017-02-14,Forex - Dollar slips lower ahead of Yellen testimony
2017-02-13,2017-02-13,"Forex - Dollar eases in Asia as Fed ahead, U.S. Security Adviser resigns"
2017-02-13,2017-02-13,Dollar index hits three-week high on hopes of U.S. tax cuts
2017-02-13,2017-02-13,Forex - Dollar climbs as markets look ahead to Yellen testimony
2017-02-13,2017-02-13,Forex - Canadian dollar dips against firmer greenback
2017-02-13,2017-02-13,Forex - Dollar hits 2-week high against yen after Trump-Abe meeting
2017-02-13,2017-02-13,Forex - Dollar higher against yen after Trump-Abe summit
2017-02-13,2017-02-13,Dollar firm after Trump-Abe meeting
2017-02-12,2017-02-12,Forex - Dollar gains in Asia as North Korea missile test eyed
2017-02-12,2017-02-12,Forex - Weekly outlook: February 13 - 17
2017-02-10,2017-02-10,CFTC - Commitments of Traders - No Major Changes in Speculative Positions
2017-02-10,2017-02-10,"Dollar jumps on hopes for Trump-Abe meeting, U.S. tax reform"
2017-02-10,2017-02-10,Forex - Dollar remains higher even as UoM report disappoints
2017-02-10,2017-02-10,Forex - USD/CAD drops after strong Canadian jobs report
2017-02-10,2017-02-10,Forex - Dollar hits fresh 2-week highs ahead of U.S. data
2017-02-10,2017-02-10,Dollar remains firm as Trump endorses 
2017-02-10,2017-02-10,"Forex - Dollar index moderately higher, UoM report on tap"
2017-02-10,2017-02-10,Forex - GBP/USD edges higher on upbeat U.K. data
2017-02-10,2017-02-10,"Long positions in Asia FX increase, yuan bets marginally bullish as dollar falters: Reuters poll"
2017-02-10,2017-02-10,Forex - Dollar steady near 2-week highs vs. rivals
2017-02-09,2017-02-09,Forex - Dollar eases in Asia with Trump-Xi talks easing tensions
2017-02-09,2017-02-09,Dollar gains broadly after Trump says to announce major tax plan
2017-02-09,2017-02-09,Forex - Dollar extends gains on Trump deregulation promises
2017-02-09,2017-02-09,Forex - U.S. dollar pops higher against yen on Trump comments
2017-02-09,2017-02-09,Forex - USD/CAD slips lower as oil prices jump
2017-02-09,2017-02-09,Forex - Dollar moves higher on upbeat U.S. jobless claims
2017-02-09,2017-02-09,"Forex - Dollar little changed vs. rivals, U.S. data ahead"
2017-02-09,2017-02-09,Forex - Dollar steady but political tensions cap gains
2017-02-09,2017-02-09,"Forex - Aussie, kiwi move lower after RBNZ holds, NAB report"
2017-02-08,2017-02-08,"Forex - Kiwi drifts lower after RBNZ holds, signals neutral stance"
2017-02-08,2017-02-08,Forex - Dollar turns lower vs. other majors
2017-02-08,2017-02-08,The rupee is climbing after India's central bank unexpectedly holds rates
2017-02-08,2017-02-08,Forex - USD/CAD falls but losses seen limited
2017-02-08,2017-02-08,Forex - Dollar index trims gains in quiet trade
2017-02-08,2017-02-08,Forex - Dollar mildly higher amid political uncertainty in Europe
2017-02-08,2017-02-08,Bitcoin slumps 2% as China holds closed-door meetings with exchanges 
2017-02-08,2017-02-08,"Political risks weigh on euro, yen gains"
2017-02-08,2017-02-08,"Forex - Dollar pushes higher, political woes weigh on euro"
2017-02-08,2017-02-08,"Dollar flat vs. yen ahead of Trump, Abe meeting"
2017-02-08,2017-02-08,"Forex - Aussie little changed, kiwi slips lower in late trade"
2017-02-07,2017-02-07,Forex - Dollar flat in Asia in light regional data day
2017-02-07,2017-02-07,"Dollar rises on political uncertainty in Europe, technical buying"
2017-02-07,2017-02-07,"Forex - Dollar pares gains, euro hit by political risks"
2017-02-07,2017-02-07,"Trump's policies to drive FX, but strong dollar here to stay: Reuters Poll"
2017-02-07,2017-02-07,Forex - Canadian dollar hits 2-week lows as greenback surges
2017-02-07,2017-02-07,"Forex - Dollar surges, euro on track for worst day of 2017 so far"
2017-02-07,2017-02-07,Bitcoin hits one-month high after China FX reserves fall
2017-02-07,2017-02-07,Forex - Dollar higher as political uncertainty sinks euro 
2017-02-07,2017-02-07,Dollar index holds on to gains as euro dips below $1.07
2017-02-07,2017-02-07,Emerging market FX to slip once Trump economic plans are clearer: Reuters poll
2017-02-07,2017-02-07,Yuan to fall as outflows overshadow Trump FX rhetoric: Reuters poll
2017-02-06,2017-02-06,"Forex - Aussie gains after RBA holds steady, notes China economy"
2017-02-06,2017-02-06,Forex - Dollar holds gains in Asia with RBA decision due
2017-02-06,2017-02-06,Euro falters on political uncertainty; dollar slides vs. yen
2017-02-06,2017-02-06,Forex - Dollar advances as euro hits 1-week lows
2017-02-06,2017-02-06,Euro near lows for day as French election tensions mount
2017-02-06,2017-02-06,Forex - Canadian dollar lower as greenback regains ground
2017-02-06,2017-02-06,Bitcoin is rallying for an 8th straight day
2017-02-06,2017-02-06,The ruble hits a 19-month high after a hawkish statement by Russia's central bank
2017-02-06,2017-02-06,Forex - French election fears pressure euro to day’s lows
2017-02-06,2017-02-06,"Forex - Dollar firms up, sterling hits 1-week lows"
2017-02-06,2017-02-06,Japan's Mr Yen says dollar could fall below 100 yen by end-2017
2017-02-06,2017-02-06,Forex - Dollar pushes higher but U.S. wage data clouds outlook
2017-02-06,2017-02-06,Dollar higher after mixed U.S. jobs report
2017-02-05,2017-02-05,"Forex - Dollar eases against yen on risk, Aussie down on retail sales"
2017-02-05,2017-02-05,Forex - Weekly outlook: February 6 - 10
2017-02-03,2017-02-03,"CFTC: Speculators Less Bearish on Euro, Yen; Crude Oil Net Longs at All-Time High"
2017-02-03,2017-02-03,Trump makes Mexican peso great again; investors see more gains ahead
2017-02-03,2017-02-03,Forex - Dollar weaker in U.S. as Iran sanction spark safe-haven plays
2017-02-03,2017-02-03,Dollar weakens as data shows soft U.S. wage growth
2017-02-03,2017-02-03,Forex - Dollar turns lower after mixed U.S. economic reports
2017-02-03,2017-02-03,Forex - USD/CAD pares gains after U.S. employment data
2017-02-03,2017-02-03,Forex - Dollar index trims gains after U.S. jobs data
2017-02-03,2017-02-03,Forex - Dollar moves higher ahead of nonfarm payrolls report
2017-02-03,2017-02-03,Pound falls below $1.25 mark after U.K. data
2017-02-03,2017-02-03,Forex - GBP/USD falls after U.K. services PMI disappoints
2017-02-03,2017-02-03,Dollar edges higher ahead of U.S. jobs data
2017-02-03,2017-02-03,Forex - Dollar steady ahead of U.S. employment report
2017-02-02,2017-02-02,Forex - Dollar drifts weaker in Asia as U.S. jobs to set tone
2017-02-02,2017-02-02,"Forex - Dollar gains in U.S. trade, Friday jobs data eyed"
2017-02-02,2017-02-02,"Forex - Dollar still on the downside, focus turns to NFP report"
2017-02-02,2017-02-02,"Bitcoin is on the verge of breaking through $1,000"
2017-02-02,2017-02-02,Forex - Weak greenback re-approaches 4-month lows vs. loonie
2017-02-02,2017-02-02,Forex - Dollar index remains lower despite upbeat U.S. data
2017-02-02,2017-02-02,"Dollar falls after Fed, Aussie soars on record trade surplus"
2017-02-02,2017-02-02,Forex - Sterling lower as Bank of England flags no rush to hike rates
2017-02-02,2017-02-02,Forex - Euro hits 2017 highs against weaker dollar
2017-02-02,2017-02-02,Euro above $1.08 as euro-area PPI rises more than estimated
2017-02-02,2017-02-02,Forex - Dollar index hits 2-1/2 month lows after Fed meeting
2017-02-02,2017-02-02,Forex - Sterling hits 7-week highs ahead of Bank of England 
2017-02-02,2017-02-02,"Forex - Dollar struggles after Fed, trade data boosts Aussie"
2017-02-02,2017-02-02,Dollar lower as Fed holds on policy
2017-02-02,2017-02-02,"Forex - Aussie, kiwi higher vs. greenback after data, Fed"
2017-02-02,2017-02-02,Dollar index falls to lowest since mid-November
2017-02-01,2017-02-01,"Forex - Dollar down in Asia on Iran tensions, Aussie gains on trade"
2017-02-01,2017-02-01,"Forex - Dollar gains in U.S. trade as Fed holds, signals upbeat"
2017-02-01,2017-02-01,Forex - Dollar index extends gains on upbeat U.S. data
2017-02-01,2017-02-01,Bitcoin is busting out
2017-02-01,2017-02-01,Forex - USD/CAD trims gains ahead of FOMC decision
2017-02-01,2017-02-01,Forex - Dollar remains higher after upbeat ADP report
2017-02-01,2017-02-01,Dollar struggles after worst start to year in decades
2017-02-01,2017-02-01,"Forex - Dollar bounces off multi-month lows, Fed decision ahead"
2017-02-01,2017-02-01,Forex - Sterling touches days highs after UK factory data 
2017-02-01,2017-02-01,Forex - Dollar pushes higher before Fed meeting
2017-02-01,2017-02-01,Dollar index steadies below 100 ahead of Fed meeting
2017-02-01,2017-02-01,"Forex - Aussie, kiwi move lower as greenback recovers"
2017-01-31,2017-01-31,"Forex - Dollar stages mild recovery in Asia, eyes on Fed"
2017-01-31,2017-01-31,"Forex - Dollar weaker on Trump policy maker trade comments, Fed ahead"
2017-01-31,2017-01-31,"Forex - Dollar tumbles, euro surges on Navarro remarks"
2017-01-31,2017-01-31,Forex - Euro jumps to day’s highs after Trump aide comments
2017-01-31,2017-01-31,"Euro firm at $1.07 after core inflation in line, headline rises"
2017-01-31,2017-01-31,Trump dooms dollar to worst January since 2008
2017-01-31,2017-01-31,Forex - Dollar remains weak amid Trump policy fears
2017-01-31,2017-01-31,Yen up vs. dollar as BoJ policy on hold
2017-01-30,2017-01-30,Forex - Dollar down as Trump moves to fire acting attorney general
2017-01-30,2017-01-30,Forex - Dollar down as Trump moves to fire acting attorney general
2017-01-30,2017-01-30,"Forex - Dollar down in U.S. trade as investors eye travel ban, await Fed"
2017-01-30,2017-01-30,Forex - U.S. dollar down 1% against yen amid flight to safety 
2017-01-30,2017-01-30,Forex - Canadian dollar edges up amid uncertainty over Trump travel ban
2017-01-30,2017-01-30,Euro hits 11-day low after German inflation data miss
2017-01-30,2017-01-30,"Forex - Euro weakens, Trump travel ban fears underpin yen"
2017-01-30,2017-01-30,"Forex - Dollar slips as Trump travel ban, U.S. GDP weigh"
2017-01-30,2017-01-30,"Dollar lower on Trump trade policy worries, weak U.S. GDP"
2017-01-29,2017-01-29,"Forex - Dollar down in Asia on Trump travel ban, central banks eyed"
2017-01-29,2017-01-29,Forex - Weekly outlook: January 30 - February 3
2017-01-27,2017-01-27,"Forex - Dollar stronger against currency basket, Fed eyed for next week"
2017-01-27,2017-01-27,"CFTC: Speculators Less Bearish on Euro, Yen; Crude Oil Net Longs at All-Time High"
2017-01-27,2017-01-27,Forex - Dollar erases gains as U.S. optimism wanes
2017-01-27,2017-01-27,Forex - USD/CAD trims gains after U.S. data
2017-01-27,2017-01-27,Dollar gains weaken after lower than expected U.S. GDP growth
2017-01-27,2017-01-27,Forex - Dollar remains moderately higher despite U.S. data miss
2017-01-27,2017-01-27,Forex - Dollar holds onto modest gains ahead of U.S. data
2017-01-27,2017-01-27,Pound lower ahead of U.K. PM's meeting with Trump
2017-01-27,2017-01-27,Dollar climbs more after Trump's Mexico comments
2017-01-27,2017-01-27,"Dollar index firm ahead of U.S. GDP data, Mexican rift"
2017-01-27,2017-01-27,Forex - Dollar edges higher amid fresh U.S. optimism
2017-01-26,2017-01-26,Forex - Dollar holds gains in Asia with Trump views seen key
2017-01-26,2017-01-26,"Forex - Dollar up as investors bet on U.S. growth, eye Mexican standoff"
2017-01-26,2017-01-26,Forex - Dollar index pushes higher despite weak U.S. data
2017-01-26,2017-01-26,Forex - Mexican peso hits day’s lows after Trump tweets 
2017-01-26,2017-01-26,"Forex - USD/CAD pares gains, re-approaches 1-week low"
2017-01-26,2017-01-26,Forex - Dollar index holds onto gains despite jobless claims report
2017-01-26,2017-01-26,"Forex - Dollar bounces off 7-week lows, U.S. data on tap"
2017-01-26,2017-01-26,Pound firm above $1.26 as U.K. Q4 GDP beats forecasts
2017-01-26,2017-01-26,Forex - Sterling touches fresh 7-week highs on UK GDP data
2017-01-26,2017-01-26,Forex - Dollar near 7-week lows as US protectionism concerns weigh
2017-01-26,2017-01-26,Dollar steadies after losses on Trump protectionist stance
2017-01-26,2017-01-26,"Forex - Aussie, kiwi slide lower but downside limited"
2017-01-25,2017-01-25,Forex - Yen eases in Asia with investors still eyeing political risk
2017-01-25,2017-01-25,China central bank sets yuan parity stronger on Thursday
2017-01-25,2017-01-25,Dollar wallows near seven-week lows on Trump protectionism
2017-01-25,2017-01-25,Forex - Dollar weaker as Trump views on trade concern
2017-01-25,2017-01-25,Dollar remains near 6-week lows vs. other majors
2017-01-25,2017-01-25,The Mexican peso is climbing after Trump tweets 'we will build the wall!'
2017-01-25,2017-01-25,Forex - USD/CAD trims losses but remains near 1-week trough
2017-01-25,2017-01-25,Pound touches $1.26 as market awaits Brexit bill
2017-01-25,2017-01-25,Forex - Dollar lower as Trump calls for investigation on voter fraud
2017-01-25,2017-01-25,Forex - Sterling breaks higher as investors await Brexit bill
2017-01-25,2017-01-25,"Dollar index turns lower, re-approaches 6-week trough"
2017-01-25,2017-01-25,Forex - Dollar steady as investors assess Trump policy outlook
2017-01-25,2017-01-25,Dollar slips vs. yen after strong Japan exports
2017-01-25,2017-01-25,"Forex - Aussie, kiwi move lower vs. mildly stronger greenback"
2017-01-24,2017-01-24,"Forex - Dollar down against yen on trade data, peso falls on wall"
2017-01-24,2017-01-24,Forex - Dollar  stronger in U.S. trade in rebound on growth prospects
2017-01-24,2017-01-24,Forex - Dollar struggles near 7-week lows on Trump uncertainty
2017-01-24,2017-01-24,"Forex - Canadian dollar edges higher as NAFTA fears ease, oil firms"
2017-01-24,2017-01-24,Forex - Turkish lira tumbles after central bank holds benchmark rate
2017-01-24,2017-01-24,Pound off as court rules U.K. parliament must vote on Brexit
2017-01-24,2017-01-24,Forex - Sterling touches day’s lows after Brexit ruling
2017-01-24,2017-01-24,Forex - Dollar wallows near 7-week lows on Trump uncertainty
2017-01-24,2017-01-24,Dollar index steadies after dipping below 100
2017-01-23,2017-01-23,Forex - Dollar index drops below 100 in Asia on trade worries
